year,Tm,Attendance,Attend/G,W,L
1971,Cleveland Indians,"591,298","8,212",60.0,102.0
1971,Cincinnati Reds,"1,501,125","19,752",79.0,83.0
1971,Chicago White Sox,"832,388","12,064",79.0,83.0
1971,Baltimore Orioles,"1,033,035","16,141",101.0,57.0
1971,Atlanta Braves,"1,006,320","13,241",82.0,80.0
1971,Oakland Athletics,"907,835","12,436",101.0,60.0
1971,Philadelphia Phillies,"1,511,073","20,148",67.0,95.0
1971,Montreal Expos,"1,293,053","17,959",71.0,90.0
1971,Minnesota Twins,"940,848","12,545",74.0,86.0
1971,New York Mets,"2,313,931","30,852",83.0,79.0
1971,New York Yankees,"1,074,518","15,350",82.0,80.0
1971,Los Angeles Dodgers,"2,064,549","26,469",89.0,73.0
1971,Milwaukee Brewers,"731,533","9,754",69.0,92.0
1971,California Angels,"926,253","11,725",76.0,86.0
1971,Washington Senators II,"655,156","8,509",,
1971,San Francisco Giants,"1,119,834","15,553",90.0,72.0
1971,St. Louis Cardinals,"1,604,431","20,309",90.0,72.0
1971,San Diego Padres,"549,075","7,958",61.0,100.0
1971,Pittsburgh Pirates,"1,540,368","20,005",97.0,65.0
1972,Pittsburgh Pirates,"1,520,969","20,835",96.0,59.0
1972,San Diego Padres,"643,273","9,190",58.0,95.0
1972,Philadelphia Phillies,"1,481,637","19,242",59.0,97.0
1972,Oakland Athletics,"927,544","13,251",93.0,62.0
1972,New York Yankees,"967,715","15,608",79.0,76.0
1972,New York Mets,"2,134,194","29,642",83.0,73.0
1972,Montreal Expos,"1,149,506","15,747",70.0,86.0
1972,Minnesota Twins,"807,571","11,704",77.0,77.0
1972,Detroit Tigers,"1,938,791","25,851",86.0,70.0
1972,Cleveland Indians,"759,774","11,689",72.0,84.0
1972,Chicago White Sox,"1,198,654","18,161",87.0,67.0
1972,Cincinnati Reds,"1,628,077","22,931",95.0,59.0
1972,Kansas City Royals,"717,082","10,244",76.0,78.0
1972,Houston Astros,"1,464,244","19,266",84.0,69.0
1972,San Francisco Giants,"645,578","9,356",69.0,86.0
1972,St. Louis Cardinals,"1,196,894","16,624",75.0,81.0
1972,Atlanta Braves,"761,542","10,879",70.0,84.0
1972,Baltimore Orioles,"924,245","13,204",80.0,74.0
1972,Texas Rangers,"667,287","8,897",54.0,100.0
1972,California Angels,"736,804","9,446",75.0,80.0
1972,Boston Red Sox,"1,423,484","19,236",85.0,70.0
1972,Chicago Cubs,"1,330,571","17,741",85.0,70.0
1972,Milwaukee Brewers,"600,419","8,830",65.0,91.0
1972,Los Angeles Dodgers,"1,860,498","25,486",85.0,70.0
1973,Boston Red Sox,"1,483,301","19,264",89.0,73.0
1973,Chicago Cubs,"1,351,971","18,520",77.0,84.0
1973,Kansas City Royals,"1,345,441","18,182",88.0,74.0
1973,Houston Astros,"1,393,998","17,425",82.0,80.0
1973,Detroit Tigers,"1,724,146","22,104",85.0,77.0
1973,Cleveland Indians,"605,066","8,898",71.0,91.0
1973,Cincinnati Reds,"2,017,821","26,904",99.0,63.0
1973,Chicago White Sox,"1,315,260","17,537",77.0,85.0
1973,Baltimore Orioles,"960,307","13,338",97.0,65.0
1973,Atlanta Braves,"802,848","11,807",76.0,85.0
1973,Oakland Athletics,"1,000,045","12,659",94.0,68.0
1973,Philadelphia Phillies,"1,475,932","19,679",71.0,91.0
1973,Montreal Expos,"1,246,863","17,080",79.0,83.0
1973,Minnesota Twins,"907,499","11,941",81.0,81.0
1973,New York Mets,"1,914,695","26,229",82.0,79.0
1973,New York Yankees,"1,262,039","17,528",80.0,82.0
1973,Los Angeles Dodgers,"2,139,452","26,743",95.0,66.0
1973,Milwaukee Brewers,"1,092,244","14,962",74.0,88.0
1973,Texas Rangers,"686,162","9,272",57.0,105.0
1973,California Angels,"1,057,631","13,220",79.0,83.0
1973,San Francisco Giants,"834,415","11,276",88.0,74.0
1973,St. Louis Cardinals,"1,573,906","19,923",81.0,81.0
1973,San Diego Padres,"612,005","8,160",60.0,102.0
1973,Pittsburgh Pirates,"1,318,558","18,313",80.0,82.0
1974,Detroit Tigers,"1,245,346","16,605",72.0,90.0
1974,Cleveland Indians,"1,111,450","15,225",77.0,85.0
1974,Chicago White Sox,"1,166,453","15,348",80.0,80.0
1974,Cincinnati Reds,"2,134,250","28,841",98.0,64.0
1974,Kansas City Royals,"1,174,292","15,055",77.0,85.0
1974,Houston Astros,"1,093,105","13,664",81.0,81.0
1974,San Francisco Giants,"519,991","7,027",72.0,90.0
1974,St. Louis Cardinals,"1,838,413","24,190",86.0,75.0
1974,Los Angeles Dodgers,"2,629,474","32,868",102.0,60.0
1974,Milwaukee Brewers,"938,822","13,039",76.0,86.0
1974,Chicago Cubs,"1,015,378","13,721",66.0,96.0
1974,Boston Red Sox,"1,558,391","19,979",84.0,78.0
1974,California Angels,"905,399","11,758",68.0,94.0
1974,Texas Rangers,"1,193,867","15,709",84.0,76.0
1974,Baltimore Orioles,"962,620","13,008",91.0,71.0
1974,Atlanta Braves,"981,083","13,081",88.0,74.0
1974,Minnesota Twins,"667,511","8,669",82.0,80.0
1974,Montreal Expos,"1,019,132","14,559",79.0,82.0
1974,New York Mets,"1,727,328","24,329",71.0,91.0
1974,New York Yankees,"1,290,480","17,923",89.0,73.0
1974,Oakland Athletics,"836,662","11,009",90.0,72.0
1974,Philadelphia Phillies,"1,792,067","23,580",80.0,82.0
1974,San Diego Padres,"1,075,471","14,151",60.0,102.0
1974,Pittsburgh Pirates,"1,110,737","15,427",88.0,74.0
1975,New York Yankees,"1,288,046","18,942",83.0,77.0
1975,New York Mets,"1,730,766","22,773",82.0,80.0
1975,Minnesota Twins,"737,156","10,098",76.0,83.0
1975,Montreal Expos,"908,202","12,614",75.0,87.0
1975,Philadelphia Phillies,"1,908,969","25,797",86.0,76.0
1975,Oakland Athletics,"1,077,597","13,995",98.0,64.0
1975,Atlanta Braves,"534,552","7,323",67.0,94.0
1975,Baltimore Orioles,"1,002,125","14,737",90.0,69.0
1975,Milwaukee Brewers,"1,213,363","16,621",68.0,94.0
1975,Los Angeles Dodgers,"2,552,103","31,901",88.0,74.0
1975,Kansas City Royals,"1,151,805","14,959",91.0,71.0
1975,Houston Astros,"857,444","10,854",64.0,97.0
1975,Detroit Tigers,"1,038,439","14,225",57.0,102.0
1975,Cleveland Indians,"977,056","14,160",79.0,80.0
1975,Cincinnati Reds,"2,315,603","30,875",108.0,54.0
1975,Chicago White Sox,"770,802","10,416",75.0,86.0
1975,Pittsburgh Pirates,"1,270,013","17,397",92.0,69.0
1975,San Diego Padres,"1,281,747","16,646",71.0,91.0
1975,San Francisco Giants,"522,902","7,066",80.0,81.0
1975,St. Louis Cardinals,"1,695,034","21,731",82.0,80.0
1975,Texas Rangers,"1,127,663","14,838",79.0,83.0
1975,California Angels,"1,058,103","13,922",72.0,89.0
1975,Boston Red Sox,"1,748,518","22,708",95.0,65.0
1975,Chicago Cubs,"1,034,819","13,616",75.0,87.0
1976,Atlanta Braves,"817,947","11,520",70.0,92.0
1976,Baltimore Orioles,"1,058,792","14,308",88.0,74.0
1976,San Francisco Giants,"625,382","8,686",74.0,88.0
1976,St. Louis Cardinals,"1,200,323","15,194",72.0,90.0
1976,Texas Rangers,"1,161,682","15,087",76.0,86.0
1976,California Angels,"1,006,774","12,907",76.0,86.0
1976,Houston Astros,"886,622","11,822",80.0,82.0
1976,Kansas City Royals,"1,679,160","21,528",90.0,72.0
1976,Philadelphia Phillies,"2,480,016","31,795",101.0,61.0
1976,Oakland Athletics,"780,945","9,885",87.0,74.0
1976,Boston Red Sox,"1,895,885","23,999",83.0,79.0
1976,Chicago Cubs,"1,026,785","13,335",75.0,87.0
1976,Cleveland Indians,"949,821","13,968",81.0,78.0
1976,Detroit Tigers,"1,471,533","19,886",74.0,87.0
1976,Chicago White Sox,"914,942","13,455",64.0,97.0
1976,Cincinnati Reds,"2,629,708","35,063",102.0,60.0
1976,Pittsburgh Pirates,"1,025,952","14,054",92.0,70.0
1976,San Diego Padres,"1,458,478","18,941",73.0,89.0
1976,New York Yankees,"2,017,932","27,269",97.0,62.0
1976,New York Mets,"1,470,364","19,347",86.0,76.0
1976,Montreal Expos,"646,698","9,652",55.0,107.0
1976,Minnesota Twins,"715,394","9,539",85.0,77.0
1976,Milwaukee Brewers,"1,011,399","13,485",66.0,95.0
1976,Los Angeles Dodgers,"2,386,301","30,206",92.0,70.0
1977,Oakland Athletics,"504,765","6,915",63.0,98.0
1977,Philadelphia Phillies,"2,699,750","34,174",101.0,61.0
1977,Los Angeles Dodgers,"2,945,087","37,280",98.0,64.0
1977,Milwaukee Brewers,"1,141,774","15,023",67.0,95.0
1977,Minnesota Twins,"1,162,727","15,100",84.0,77.0
1977,Montreal Expos,"1,437,190","18,426",75.0,87.0
1977,New York Mets,"1,062,782","15,183",64.0,98.0
1977,New York Yankees,"2,316,023","28,593",100.0,62.0
1977,Kansas City Royals,"1,889,574","24,540",102.0,60.0
1977,Houston Astros,"1,099,580","14,280",81.0,81.0
1977,Detroit Tigers,"1,410,065","18,078",74.0,88.0
1977,Cleveland Indians,"920,869","12,970",71.0,90.0
1977,Cincinnati Reds,"2,526,031","33,237",88.0,74.0
1977,Chicago White Sox,"1,680,296","22,404",90.0,72.0
1977,Chicago Cubs,"1,440,753","19,210",81.0,81.0
1977,Boston Red Sox,"2,074,549","28,034",97.0,64.0
1977,Atlanta Braves,"871,526","10,894",61.0,101.0
1977,Baltimore Orioles,"1,257,033","15,713",97.0,64.0
1977,Pittsburgh Pirates,"1,237,359","16,950",96.0,66.0
1977,San Diego Padres,"1,375,269","17,408",69.0,93.0
1977,San Francisco Giants,"696,654","9,414",75.0,87.0
1977,Seattle Mariners,"1,350,601","17,771",64.0,98.0
1977,St. Louis Cardinals,"1,658,282","20,991",83.0,79.0
1977,Texas Rangers,"1,274,962","16,776",94.0,68.0
1977,Toronto Blue Jays,"1,794,651","23,929",54.0,107.0
1977,California Angels,"1,435,133","18,883",74.0,88.0
1978,Atlanta Braves,"875,902","11,837",69.0,93.0
1978,Baltimore Orioles,"1,033,755","14,358",90.0,71.0
1978,Boston Red Sox,"2,320,210","30,133",99.0,64.0
1978,Chicago Cubs,"1,495,983","20,216",79.0,83.0
1978,Chicago White Sox,"1,491,100","19,620",71.0,90.0
1978,Cincinnati Reds,"2,532,497","33,767",92.0,69.0
1978,Cleveland Indians,"807,123","11,530",69.0,90.0
1978,Detroit Tigers,"1,714,843","22,564",86.0,76.0
1978,Houston Astros,"1,128,233","14,465",74.0,88.0
1978,Kansas City Royals,"2,255,493","28,194",92.0,70.0
1978,Los Angeles Dodgers,"3,347,803","41,848",95.0,67.0
1978,Milwaukee Brewers,"1,581,834","21,376",93.0,69.0
1978,Minnesota Twins,"787,880","10,793",73.0,89.0
1978,Montreal Expos,"1,427,181","18,779",76.0,86.0
1978,Seattle Mariners,"866,906","11,259",56.0,104.0
1978,San Francisco Giants,"1,738,855","23,498",89.0,73.0
1978,San Diego Padres,"1,669,349","21,402",84.0,78.0
1978,Pittsburgh Pirates,"964,106","13,773",88.0,73.0
1978,California Angels,"1,755,386","22,797",87.0,75.0
1978,Toronto Blue Jays,"1,562,509","21,404",59.0,102.0
1978,Texas Rangers,"1,447,963","19,306",87.0,75.0
1978,St. Louis Cardinals,"1,278,221","16,387",69.0,93.0
1978,Philadelphia Phillies,"2,582,409","33,538",90.0,72.0
1978,Oakland Athletics,"527,017","7,320",69.0,93.0
1978,New York Yankees,"2,424,399","31,486",100.0,63.0
1978,New York Mets,"1,007,867","13,806",66.0,96.0
1979,San Diego Padres,"1,457,147","18,924",68.0,93.0
1979,Pittsburgh Pirates,"1,435,427","19,398",98.0,64.0
1979,Philadelphia Phillies,"2,774,849","36,037",84.0,78.0
1979,Oakland Athletics,"306,763","3,984",54.0,108.0
1979,Chicago Cubs,"1,656,343","21,794",80.0,82.0
1979,Boston Red Sox,"2,353,125","29,786",91.0,69.0
1979,Baltimore Orioles,"1,680,427","23,339",102.0,57.0
1979,Atlanta Braves,"768,737","10,250",66.0,94.0
1979,New York Yankees,"2,543,848","32,201",89.0,71.0
1979,New York Mets,"788,764","11,431",63.0,99.0
1979,Montreal Expos,"2,102,153","29,197",95.0,65.0
1979,Minnesota Twins,"1,070,621","14,275",82.0,80.0
1979,Milwaukee Brewers,"1,918,893","25,249",95.0,66.0
1979,Los Angeles Dodgers,"2,860,954","35,320",79.0,83.0
1979,Kansas City Royals,"2,261,845","28,631",85.0,77.0
1979,Houston Astros,"1,915,449","24,876",89.0,73.0
1979,Detroit Tigers,"1,630,939","21,746",85.0,76.0
1979,Cleveland Indians,"1,011,744","13,672",81.0,80.0
1979,Cincinnati Reds,"2,356,933","30,610",90.0,71.0
1979,Chicago White Sox,"1,280,702","17,544",73.0,87.0
1979,Texas Rangers,"1,519,672","19,483",83.0,79.0
1979,St. Louis Cardinals,"1,628,406","21,148",86.0,76.0
1979,California Angels,"2,523,575","31,155",88.0,74.0
1979,Toronto Blue Jays,"1,431,659","18,593",53.0,109.0
1979,Seattle Mariners,"844,450","10,556",67.0,95.0
1979,San Francisco Giants,"1,483,812","19,023",71.0,91.0
1980,California Angels,"2,297,327","28,362",65.0,95.0
1980,Toronto Blue Jays,"1,400,327","18,671",67.0,95.0
1980,Philadelphia Phillies,"2,658,957","34,089",91.0,71.0
1980,Oakland Athletics,"842,319","11,231",83.0,79.0
1980,Texas Rangers,"1,198,165","15,561",76.0,85.0
1980,St. Louis Cardinals,"1,399,755","17,497",74.0,88.0
1980,Seattle Mariners,"837,886","10,474",59.0,103.0
1980,San Francisco Giants,"1,098,130","14,079",75.0,86.0
1980,San Diego Padres,"1,152,438","14,775",73.0,89.0
1980,Pittsburgh Pirates,"1,641,757","22,186",83.0,79.0
1980,Kansas City Royals,"2,290,056","28,626",97.0,65.0
1980,Houston Astros,"2,308,092","29,216",93.0,70.0
1980,Detroit Tigers,"1,785,360","23,492",84.0,78.0
1980,Cleveland Indians,"1,036,352","14,394",79.0,81.0
1980,Cincinnati Reds,"2,031,596","26,732",89.0,73.0
1980,Chicago White Sox,"1,212,873","16,172",70.0,90.0
1980,Chicago Cubs,"1,204,582","15,850",64.0,98.0
1980,Boston Red Sox,"1,956,110","24,761",83.0,77.0
1980,Baltimore Orioles,"1,805,020","22,563",100.0,62.0
1980,Atlanta Braves,"1,048,352","13,615",81.0,80.0
1980,New York Yankees,"2,627,417","33,258",103.0,59.0
1980,New York Mets,"1,178,738","15,510",67.0,95.0
1980,Montreal Expos,"2,185,122","29,135",90.0,72.0
1980,Minnesota Twins,"769,206","10,537",77.0,84.0
1980,Milwaukee Brewers,"1,865,583","24,228",86.0,76.0
1980,Los Angeles Dodgers,"3,248,887","40,110",92.0,71.0
1981,Philadelphia Phillies,"1,638,914","30,350",59.0,48.0
1981,Oakland Athletics,"1,298,105","25,453",64.0,45.0
1981,New York Yankees,"1,614,482","32,290",59.0,48.0
1981,New York Mets,"701,910","14,325",41.0,62.0
1981,Montreal Expos,"1,534,663","29,513",60.0,48.0
1981,Minnesota Twins,"469,090","7,951",41.0,68.0
1981,Milwaukee Brewers,"878,482","18,302",62.0,47.0
1981,Los Angeles Dodgers,"2,382,579","42,546",63.0,47.0
1981,Kansas City Royals,"1,279,440","27,222",50.0,53.0
1981,Houston Astros,"1,321,222","26,424",61.0,49.0
1981,Detroit Tigers,"1,149,744","21,292",60.0,49.0
1981,Cleveland Indians,"662,417","13,519",52.0,51.0
1981,Cincinnati Reds,"1,111,107","21,786",66.0,42.0
1981,Chicago White Sox,"944,701","20,100",54.0,52.0
1981,Chicago Cubs,"565,615","10,284",38.0,65.0
1981,Boston Red Sox,"1,060,659","20,397",59.0,49.0
1981,Pittsburgh Pirates,"549,369","11,445",46.0,56.0
1981,San Diego Padres,"559,711","10,365",41.0,69.0
1981,San Francisco Giants,"632,274","12,398",56.0,55.0
1981,Seattle Mariners,"636,276","11,362",44.0,65.0
1981,St. Louis Cardinals,"1,010,247","19,061",59.0,43.0
1981,Texas Rangers,"853,032","15,797",57.0,48.0
1981,Toronto Blue Jays,"755,083","14,806",37.0,69.0
1981,California Angels,"1,441,545","26,695",51.0,59.0
1981,Atlanta Braves,"534,107","10,900",50.0,56.0
1981,Baltimore Orioles,"1,024,831","19,336",59.0,46.0
1982,Atlanta Braves,"1,800,376","23,082",89.0,73.0
1982,Baltimore Orioles,"1,613,685","21,807",94.0,68.0
1982,Chicago White Sox,"1,567,787","20,629",87.0,75.0
1982,Cincinnati Reds,"1,340,706","16,971",61.0,101.0
1982,Boston Red Sox,"1,954,038","24,735",89.0,73.0
1982,Chicago Cubs,"1,250,410","15,828",73.0,89.0
1982,Texas Rangers,"1,154,432","14,800",64.0,98.0
1982,St. Louis Cardinals,"2,111,922","26,399",92.0,70.0
1982,Seattle Mariners,"1,070,387","13,215",76.0,86.0
1982,San Francisco Giants,"1,228,846","15,959",87.0,75.0
1982,San Diego Padres,"1,617,391","20,473",81.0,81.0
1982,Pittsburgh Pirates,"1,026,477","13,506",84.0,78.0
1982,Philadelphia Phillies,"2,374,711","30,840",89.0,73.0
1982,Oakland Athletics,"1,738,658","22,290",68.0,94.0
1982,New York Yankees,"2,041,219","27,216",79.0,83.0
1982,New York Mets,"1,320,469","17,606",65.0,97.0
1982,Montreal Expos,"2,319,792","29,741",86.0,76.0
1982,Minnesota Twins,"921,186","11,373",60.0,102.0
1982,Milwaukee Brewers,"1,978,815","25,369",95.0,67.0
1982,Los Angeles Dodgers,"3,608,881","45,111",88.0,74.0
1982,Kansas City Royals,"2,279,464","28,493",90.0,72.0
1982,Houston Astros,"1,560,396","19,505",77.0,85.0
1982,Toronto Blue Jays,"1,275,908","16,570",78.0,84.0
1982,California Angels,"2,807,360","34,659",93.0,69.0
1982,Cleveland Indians,"1,044,041","13,559",78.0,84.0
1982,Detroit Tigers,"1,636,058","21,527",83.0,79.0
1983,Kansas City Royals,"1,963,886","24,859",79.0,83.0
1983,Houston Astros,"1,352,942","16,703",85.0,77.0
1983,Montreal Expos,"2,320,556","30,534",82.0,80.0
1983,Minnesota Twins,"868,272","10,853",70.0,92.0
1983,Cleveland Indians,"768,937","10,680",70.0,92.0
1983,Detroit Tigers,"1,786,900","23,512",92.0,70.0
1983,Cincinnati Reds,"1,192,882","15,100",74.0,88.0
1983,Chicago White Sox,"2,132,813","26,998",99.0,63.0
1983,Boston Red Sox,"1,780,794","23,127",78.0,84.0
1983,Chicago Cubs,"1,483,702","18,781",71.0,91.0
1983,Milwaukee Brewers,"2,266,725","29,438",87.0,75.0
1983,Los Angeles Dodgers,"3,509,313","43,866",91.0,71.0
1983,St. Louis Cardinals,"2,343,669","29,667",79.0,83.0
1983,Texas Rangers,"1,362,314","17,466",77.0,85.0
1983,Toronto Blue Jays,"1,930,277","25,069",89.0,73.0
1983,California Angels,"2,555,376","32,761",70.0,92.0
1983,Pittsburgh Pirates,"1,227,449","16,587",84.0,78.0
1983,San Diego Padres,"1,544,736","19,804",81.0,81.0
1983,San Francisco Giants,"1,256,098","16,313",79.0,83.0
1983,Seattle Mariners,"808,037","9,976",60.0,102.0
1983,Philadelphia Phillies,"2,128,345","28,378",90.0,72.0
1983,Oakland Athletics,"1,294,941","16,817",74.0,88.0
1983,New York Yankees,"2,249,688","28,842",91.0,71.0
1983,New York Mets,"1,099,876","14,863",68.0,94.0
1983,Atlanta Braves,"2,116,740","27,490",88.0,74.0
1983,Baltimore Orioles,"2,036,397","26,447",98.0,64.0
1984,Chicago Cubs,"2,108,055","28,107",96.0,65.0
1984,Boston Red Sox,"1,660,551","21,566",86.0,76.0
1984,San Diego Padres,"1,984,953","24,812",92.0,70.0
1984,Pittsburgh Pirates,"773,195","10,174",75.0,87.0
1984,Philadelphia Phillies,"2,062,966","26,792",81.0,81.0
1984,Oakland Athletics,"1,353,281","17,130",77.0,85.0
1984,New York Yankees,"1,823,496","23,378",87.0,75.0
1984,New York Mets,"1,829,481","24,393",90.0,72.0
1984,Montreal Expos,"1,623,419","21,361",78.0,83.0
1984,Minnesota Twins,"1,598,373","19,733",81.0,81.0
1984,Milwaukee Brewers,"1,608,509","21,165",67.0,94.0
1984,Los Angeles Dodgers,"3,134,824","38,702",79.0,83.0
1984,Kansas City Royals,"1,810,018","23,507",84.0,78.0
1984,Houston Astros,"1,230,579","15,192",80.0,82.0
1984,Detroit Tigers,"2,704,794","35,589",104.0,58.0
1984,Cleveland Indians,"731,378","10,019",75.0,87.0
1984,Baltimore Orioles,"2,037,206","26,805",85.0,77.0
1984,Atlanta Braves,"1,724,891","21,834",80.0,82.0
1984,Texas Rangers,"1,102,430","13,780",69.0,92.0
1984,St. Louis Cardinals,"2,059,347","26,068",84.0,78.0
1984,San Francisco Giants,"1,001,551","13,007",66.0,96.0
1984,Seattle Mariners,"869,874","10,739",74.0,88.0
1984,California Angels,"2,402,997","29,667",81.0,81.0
1984,Toronto Blue Jays,"2,110,009","26,709",89.0,73.0
1984,Cincinnati Reds,"1,270,073","16,283",70.0,92.0
1984,Chicago White Sox,"2,135,827","26,368",74.0,88.0
1985,Boston Red Sox,"1,786,463","23,201",81.0,81.0
1985,Chicago Cubs,"2,161,534","26,686",77.0,84.0
1985,Chicago White Sox,"1,669,970","21,139",85.0,77.0
1985,Cincinnati Reds,"1,834,619","23,826",89.0,72.0
1985,Cleveland Indians,"655,181","8,736",60.0,102.0
1985,Detroit Tigers,"2,286,610","28,944",84.0,77.0
1985,Kansas City Royals,"2,162,715","27,034",91.0,71.0
1985,Houston Astros,"1,184,383","14,805",83.0,79.0
1985,California Angels,"2,567,787","32,504",90.0,72.0
1985,Toronto Blue Jays,"2,468,925","31,653",99.0,62.0
1985,Texas Rangers,"1,112,461","14,082",62.0,99.0
1985,St. Louis Cardinals,"2,661,465","33,268",101.0,61.0
1985,Seattle Mariners,"1,127,603","13,921",74.0,88.0
1985,San Francisco Giants,"818,697","10,363",62.0,100.0
1985,San Diego Padres,"2,210,352","27,979",83.0,79.0
1985,Pittsburgh Pirates,"735,900","9,435",57.0,104.0
1985,Philadelphia Phillies,"1,830,350","23,466",75.0,87.0
1985,Oakland Athletics,"1,334,627","17,333",77.0,85.0
1985,New York Yankees,"2,214,587","28,761",97.0,64.0
1985,New York Mets,"2,751,237","35,272",98.0,64.0
1985,Montreal Expos,"1,502,494","19,263",84.0,77.0
1985,Minnesota Twins,"1,652,063","20,396",77.0,85.0
1985,Baltimore Orioles,"2,137,434","26,718",83.0,78.0
1985,Atlanta Braves,"1,350,047","17,089",66.0,96.0
1985,Los Angeles Dodgers,"3,264,683","40,305",95.0,67.0
1985,Milwaukee Brewers,"1,359,995","17,000",71.0,90.0
1986,Houston Astros,"1,734,266","21,411",96.0,66.0
1986,Kansas City Royals,"2,320,764","29,753",76.0,86.0
1986,Los Angeles Dodgers,"3,033,208","37,915",73.0,89.0
1986,Milwaukee Brewers,"1,265,041","16,013",77.0,84.0
1986,Minnesota Twins,"1,256,566","15,513",71.0,91.0
1986,Montreal Expos,"1,125,164","14,613",78.0,83.0
1986,New York Mets,"2,762,417","36,832",108.0,54.0
1986,New York Yankees,"2,268,186","28,352",90.0,72.0
1986,Oakland Athletics,"1,314,646","16,641",76.0,86.0
1986,Philadelphia Phillies,"1,918,623","24,598",86.0,75.0
1986,Pittsburgh Pirates,"1,014,629","12,683",64.0,98.0
1986,San Diego Padres,"1,805,776","22,294",74.0,88.0
1986,San Francisco Giants,"1,532,385","19,646",83.0,79.0
1986,Seattle Mariners,"1,028,223","12,694",67.0,95.0
1986,St. Louis Cardinals,"2,498,142","30,841",79.0,82.0
1986,Texas Rangers,"1,692,021","21,418",87.0,75.0
1986,California Angels,"2,655,459","32,783",92.0,70.0
1986,Toronto Blue Jays,"2,455,477","31,480",86.0,76.0
1986,Cincinnati Reds,"1,692,432","21,698",86.0,76.0
1986,Chicago White Sox,"1,424,017","18,026",72.0,90.0
1986,Chicago Cubs,"1,859,102","23,835",70.0,90.0
1986,Boston Red Sox,"2,146,694","27,173",95.0,66.0
1986,Baltimore Orioles,"1,973,222","24,977",73.0,89.0
1986,Atlanta Braves,"1,387,152","17,339",72.0,89.0
1986,Detroit Tigers,"1,899,437","24,668",87.0,75.0
1986,Cleveland Indians,"1,470,977","18,620",84.0,78.0
1987,Baltimore Orioles,"1,845,251","23,657",67.0,95.0
1987,Atlanta Braves,"1,217,403","15,218",69.0,92.0
1987,Chicago White Sox,"1,208,070","15,292",77.0,85.0
1987,Cincinnati Reds,"2,185,205","27,315",84.0,78.0
1987,Chicago Cubs,"2,035,202","25,762",76.0,85.0
1987,Boston Red Sox,"2,231,649","28,249",78.0,84.0
1987,St. Louis Cardinals,"3,073,131","39,399",95.0,67.0
1987,Texas Rangers,"1,763,749","22,047",75.0,87.0
1987,Toronto Blue Jays,"2,778,459","34,302",96.0,66.0
1987,California Angels,"2,696,208","33,287",75.0,87.0
1987,Pittsburgh Pirates,"1,161,193","14,699",80.0,82.0
1987,San Diego Padres,"1,454,101","18,176",65.0,97.0
1987,San Francisco Giants,"1,917,863","24,277",90.0,72.0
1987,Seattle Mariners,"1,133,010","13,988",78.0,84.0
1987,Philadelphia Phillies,"2,100,110","26,584",80.0,82.0
1987,Oakland Athletics,"1,678,922","20,987",81.0,81.0
1987,New York Yankees,"2,427,702","31,124",89.0,73.0
1987,New York Mets,"3,027,121","38,318",92.0,70.0
1987,Minnesota Twins,"2,082,203","25,706",85.0,77.0
1987,Montreal Expos,"1,850,324","22,844",91.0,71.0
1987,Detroit Tigers,"2,061,830","25,773",98.0,64.0
1987,Cleveland Indians,"1,076,898","13,632",61.0,101.0
1987,Los Angeles Dodgers,"2,800,409","35,005",73.0,89.0
1987,Milwaukee Brewers,"1,908,784","23,860",91.0,71.0
1987,Houston Astros,"1,920,997","23,716",76.0,86.0
1987,Kansas City Royals,"2,392,471","29,906",83.0,79.0
1988,Oakland Athletics,"2,287,446","28,955",104.0,58.0
1988,Philadelphia Phillies,"1,990,042","25,513",65.0,96.0
1988,Pittsburgh Pirates,"1,865,713","23,321",85.0,75.0
1988,San Diego Padres,"1,508,563","18,624",83.0,78.0
1988,Minnesota Twins,"3,029,999","37,407",91.0,71.0
1988,Montreal Expos,"1,478,659","18,255",81.0,81.0
1988,New York Mets,"3,048,530","39,591",100.0,60.0
1988,New York Yankees,"2,633,633","33,765",85.0,76.0
1988,Chicago Cubs,"2,088,534","27,124",77.0,85.0
1988,Boston Red Sox,"2,463,339","31,182",89.0,73.0
1988,Baltimore Orioles,"1,660,738","22,442",54.0,107.0
1988,Atlanta Braves,"848,097","11,159",54.0,106.0
1988,Texas Rangers,"1,582,084","19,776",70.0,91.0
1988,St. Louis Cardinals,"2,892,089","35,705",76.0,86.0
1988,San Francisco Giants,"1,786,482","22,614",83.0,79.0
1988,Seattle Mariners,"1,020,354","12,597",68.0,93.0
1988,California Angels,"2,340,905","29,261",75.0,87.0
1988,Toronto Blue Jays,"2,595,275","32,040",87.0,75.0
1988,Cincinnati Reds,"2,062,528","25,782",87.0,74.0
1988,Chicago White Sox,"1,115,655","14,122",71.0,90.0
1988,Milwaukee Brewers,"1,928,238","24,103",87.0,75.0
1988,Los Angeles Dodgers,"2,980,262","38,208",94.0,67.0
1988,Kansas City Royals,"2,349,181","29,365",84.0,77.0
1988,Houston Astros,"1,933,635","23,872",82.0,80.0
1988,Detroit Tigers,"2,081,102","26,343",88.0,74.0
1988,Cleveland Indians,"1,421,790","17,997",78.0,84.0
1989,Toronto Blue Jays,"3,376,693","42,209",89.0,73.0
1989,California Angels,"2,644,233","32,645",91.0,71.0
1989,Los Angeles Dodgers,"2,943,833","36,344",77.0,83.0
1989,Milwaukee Brewers,"1,974,300","24,679",81.0,81.0
1989,Minnesota Twins,"2,279,508","28,142",80.0,82.0
